 	Label	Strain	Time	Well	Site	Area	X	Y	W	H
53	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	233	14920.221	10183.727	20480	20440
54	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	67	14654.097	10425.604	20480	20440
55	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	86	14781.465	10454.942	20480	20440
56	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	92	2882.467	12604.783	20480	20440
57	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	121	3046.054	12727.178	20480	20440
58	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	112	2664.67	12851.652	20480	20440
59	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	114	2876.789	12924.342	20480	20440
60	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	113	2516.624	12965.296	20480	20440
61	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	120	2884.05	13071.292	20480	20440
62	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	93	2112.511	13095.349	20480	20440
63	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	88	2226.318	13123.852	20480	20440
64	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	168	5429.369	16977.244	20480	20440
65	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	182	5171.973	17089.731	20480	20440
66	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	172	5308.14	17102.233	20480	20440
67	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	199	5384.103	17129.59	20480	20440
68	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	245	5252.471	17187.28	20480	20440
69	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	187	5277.687	17198.628	20480	20440
70	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	372	5379.304	17242.812	20480	20440
71	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	195	5144.89	17234.828	20480	20440
72	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht2	pch	2	B2	1	182	5426.588	17306.181	20480	20440
73	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	150	11157.453	329.833	20480	20440
74	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	111	15557.923	370.833	20480	20440
75	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	119	15650.744	1009.803	20480	20440
76	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	54	6510.259	1804.759	20480	20440
77	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	53	6514.783	1822.217	20480	20440
78	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	132	6813.841	1912.856	20480	20440
79	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	74	19091.432	1988.068	20480	20440
80	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	75	19107.593	1999.033	20480	20440
81	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	110	6393.136	2971.636	20480	20440
82	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	183	12412.418	3389.26	20480	20440
83	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	122	10950.189	3540.016	20480	20440
84	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	16	4512	3762.5	20480	20440
85	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	70	16387.714	4821.4	20480	20440
86	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	21	10571.167	4942.595	20480	20440
87	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	22	10569.318	4954.5	20480	20440
88	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	128	16740.25	5011.906	20480	20440
89	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	120	16718.775	5022.15	20480	20440
90	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	68	16619.103	5054.824	20480	20440
91	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	72	16421.597	5109.111	20480	20440
92	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	87	16344.603	5121.063	20480	20440
93	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	159	1685.11	5144.154	20480	20440
94	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	75	16455.313	5187.86	20480	20440
95	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	310	16341.365	5210.094	20480	20440
96	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	129	16965.407	5217.19	20480	20440
97	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	73	16244.568	5247.226	20480	20440
98	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	92	16223.424	5248.717	20480	20440
99	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	78	16597.154	5258.333	20480	20440
100	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	20	16385.1	5272.2	20480	20440
101	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	230	16657.47	5281.852	20480	20440
102	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	87	16454.684	5285.213	20480	20440
103	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	103	16591.442	5286.277	20480	20440
104	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	93	16159.694	5324.446	20480	20440
105	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	106	16040.481	5320.708	20480	20440
106	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	220	16334.718	5328.941	20480	20440
107	B2-mCherry-750.tif:fe-03-10-multic1B2-pcht4	pch	4	B2	1	109	16619.353	5328.913	20480	20440
